Id,Start,End,Title,Link,kicker,Category,Type,Authors,PubType
100000005421607,Mon-9-18-2017-6AM,Mon-9-18-2017-1PM,"Hurricane Maria, Rohingya, Emmy Awards: Your Monday Briefing",https://www.nytimes.com/2017/09/18/briefing/hurricane-maria-rohingya-emmy-awards.html,None,Briefing,article,[ Mark A. Walsh -],AddRem
100000005421816,Mon-9-18-2017-1PM,Mon-9-18-2017-6PM,Personal Journeys: From Poland to Lithuania: A Writer�۪s Search for Her Jewish Past,https://www.nytimes.com/2017/09/18/travel/jewish-heritage-travel-poland-lithuania.html,Personal Journeys,Travel,article,[ Charly Wilder -],Added
100000005422064,Sun-9-17-2017-6PM,Mon-9-18-2017-5AM,The Look: An Ode to Acts of Kindness on the New York City Subway,https://www.nytimes.com/2017/09/16/style/an-ode-to-acts-of-kindness-on-the-new-york-city-subway.html,The Look,Style,article,[ Andre Wagner - Joanna Nikas - Eve Lyons -],Removed
100000005423118,Sun-9-17-2017-6PM,Mon-9-18-2017-5AM,Matter: Climate Change Threatens the World�۪s Parasites (That�۪s Not Good),https://www.nytimes.com/2017/09/13/science/parasites-extinction-climate-change.html,Matter,Science,article,[ Carl Zimmer -],Removed
100000005425791,Mon-9-18-2017-6AM,Mon-9-18-2017-6PM,"A Police Bombing, Homes on Fire and an Opera That Grapples With It All",https://www.nytimes.com/2017/09/15/arts/music/move-bombing-opera-philadelphia-bill-t-jones.html,None,Arts,article,[ Salamishah Tillet -],Added
100000005426030,Sun-9-17-2017-6PM,Mon-9-18-2017-5AM,Album Review: Foo Fighters Stand Up for the Power of Rock (Again) on ���Concrete and Gold�۪,https://www.nytimes.com/2017/09/13/arts/music/foo-fighters-concrete-and-gold-review.html,Album Review,Arts,article,[ Jon Pareles -],Removed
100000005426829,Mon-9-18-2017-1PM,Mon-9-18-2017-6PM,Try These ���Love Hacks�۪ to Fix Your Marriage,https://www.nytimes.com/2017/09/18/well/family/try-these-love-hacks-to-fix-your-marriage.html,None,Health,article,[ John Tierney -],Added
100000005426962,Sun-9-17-2017-6PM,Mon-9-18-2017-3PM,"Men, Women, Cinema ��� No Longer the Same Old Story",https://www.nytimes.com/2017/09/15/movies/toronto-international-film-festival-lady-bird-i-love-you-daddy.html,None,Arts,article,[ Manohla Dargis -],Removed
100000005426969,Mon-9-18-2017-6AM,Mon-9-18-2017-3PM,Review: The Emmys Figured Out How to Handle Trump,https://www.nytimes.com/2017/09/18/arts/television/review-emmys.html,None,Arts,article,[ Mike Hale -],AddRem
100000005427047,Sun-9-17-2017-9PM,Mon-9-18-2017-3PM,"Amid Opioid Crisis, Insurers Restrict Pricey, Less Addictive Painkillers",https://www.nytimes.com/2017/09/17/health/opioid-painkillers-insurance-companies.html,None,Health,article,[ Katie Thomas - Charles Ornstein -],AddRem
100000005427746,Sun-9-17-2017-6PM,Sun-9-17-2017-9PM,Gay Parents Become Activists in Australian Marriage Debate,https://www.nytimes.com/2017/09/13/world/australia/gay-marriage-children.html,None,World,article,[ Adam Baidawi -],Interrupted
100000005427746,Mon-9-18-2017-1AM,Mon-9-18-2017-6PM,Gay Parents Become Activists in Australian Marriage Debate,https://www.nytimes.com/2017/09/13/world/australia/gay-marriage-children.html,None,World,article,[ Adam Baidawi -],Interrupted
100000005428210,Mon-9-18-2017-4PM,Mon-9-18-2017-6PM,By Degrees: The Real Unknown of Climate Change: Our Behavior,https://www.nytimes.com/2017/09/18/climate/climate-change-denial.html,By Degrees,Science,article,[ Justin Gillis -],Added
100000005428583,Mon-9-18-2017-1PM,Mon-9-18-2017-6PM,"How Party Bosses, Not Voters, Pick Politicians in New York",https://www.nytimes.com/2017/09/18/nyregion/new-york-politics-party-bosses.html,None,NY,article,[ Shane Goldmacher -],Added
100000005429092,Sun-9-17-2017-6PM,Mon-9-18-2017-7AM,Trilobites: Testing an Electric Eel�۪s Shock Powers With His Own Arm,https://www.nytimes.com/2017/09/14/science/electric-eels-shock.html,Trilobites,Science,article,[ JoAnna Klein -],Removed
100000005429659,Sun-9-17-2017-6PM,Mon-9-18-2017-6PM,"Opinion: Is Nothing Funny, Mr. President?",https://www.nytimes.com/2017/09/16/opinion/sunday/trump-does-not-laugh.html,Opinion,Opinion,article,[ David Litt -],Remain
100000005430062,Sun-9-17-2017-6PM,Mon-9-18-2017-6PM,Letter 25: It�۪s Not About Marriage. It�۪s About Gender.,https://www.nytimes.com/2017/09/14/world/australia/its-not-about-same-sex-marriage-its-about-gender.html,Letter 25,World,article,[ Damien Cave -],Remain
100000005430297,Sun-9-17-2017-6PM,Mon-9-18-2017-6PM,The Breakdown: Clown Hysteria Grips Australian Media After Group Vows to Descend on Suburbs,https://www.nytimes.com/2017/09/14/world/australia/clown-craze-australia.html,The Breakdown,World,article,[ Isabella Kwai -],Remain
100000005431206,Mon-9-18-2017-4AM,Mon-9-18-2017-6PM,Answers to Your Questions About the Equifax Hack,https://www.nytimes.com/2017/09/17/smarter-living/equifax-hack-tips.html,None,Business,article,[ Tim Herrera -],Added
100000005431258,Sun-9-17-2017-6PM,Sun-9-17-2017-11PM,Live Briefing: Emmys 2017: Julia Louis-Dreyfus and a Big Win for ̢�����Veep̢����,https://www.nytimes.com/2017/09/17/arts/television/emmy-awards.html,Live Briefing,Arts,article,[ John Koblin -],Removed
100000005431302,Sun-9-17-2017-9PM,Mon-9-18-2017-3PM,When the Rescuers Come From Across the Country,https://www.nytimes.com/2017/09/17/us/irma-fema-rescue-florida-keys.html,None,U.S.,article,[ Alan Blinder -],AddRem
100000005431346,Sun-9-17-2017-11PM,Mon-9-18-2017-12PM,"Dylan, Obama and a Crown of Thorns: 50 Years of Rolling Stone",https://www.nytimes.com/2017/09/17/business/media/rolling-stone-covers.html,None,Business,article,[ Sydney Ember - Ben Sisario -],AddRem
100000005431358,Sun-9-17-2017-6PM,Mon-9-18-2017-5AM,Gut Bacteria May Be Key to Weight Loss,https://www.nytimes.com/2017/09/15/well/live/gut-bacteria-may-be-key-to-weight-loss.html,None,Health,article,[ Nicholas Bakalar -],Removed
100000005431385,Sun-9-17-2017-6PM,Sun-9-17-2017-8PM,"Saved From Harvey�۪s Floodwaters, Twice. So How Did She End Up Dead?",https://www.nytimes.com/2017/09/16/us/hurricane-harvey-houston-wilma-ellis.html,None,U.S.,article,[ Shaila Dewan -],Removed
100000005431399,Mon-9-18-2017-2AM,Mon-9-18-2017-3PM,"Emmy 2017 Speeches: Alec Baldwin, Lena Waithe, Donald Glover and More",https://www.nytimes.com/2017/09/17/arts/television/emmys-speeches.html,None,Arts,article,[ Sopan Deb -],AddRem
100000005431407,Sun-9-17-2017-11PM,Mon-9-18-2017-2PM,Stephen Colbert�۪s Emmys Opening Monologue,https://www.nytimes.com/2017/09/17/arts/television/colbert-emmys.html,None,Arts,article,[ Sopan Deb -],AddRem
100000005431582,Mon-9-18-2017-6AM,Mon-9-18-2017-6PM,Q. & A.: Tell Us 5 Things About Your Book: The Ways We Inherit Historical Traumas,https://www.nytimes.com/2017/09/17/books/elizabeth-rosner-survivor-cafe.html,Q. & A.,Arts,article,[ John Williams -],Added
100000005431583,Mon-9-18-2017-4PM,Mon-9-18-2017-6PM,"On Comedy: Meet a Looser, More Personal Seinfeld",https://www.nytimes.com/2017/09/18/arts/television/jerry-seinfeld-netflix-special.html,On Comedy,Arts,article,[ Jason Zinoman -],Added
100000005431797,Sun-9-17-2017-9PM,Sun-9-17-2017-10PM,What We�۪re Watching at This Year�۪s United Nations General Assembly,https://www.nytimes.com/2017/09/17/world/americas/united-nations-general-assembly-issues.html,None,World,article,[ Somini Sengupta - Rick Gladstone -],Interrupted
100000005431797,Sun-9-17-2017-11PM,Mon-9-18-2017-1PM,What We�۪re Watching at This Year�۪s United Nations General Assembly,https://www.nytimes.com/2017/09/17/world/americas/united-nations-general-assembly-issues.html,None,World,article,[ Somini Sengupta - Rick Gladstone -],Interrupted
100000005431958,Sun-9-17-2017-6PM,Mon-9-18-2017-3AM,Five Tips for Choosing a Reliable Nursing Home,https://www.nytimes.com/2017/09/14/health/nursing-home-safety.html,None,Health,article,[ Katie Thomas -],Removed
100000005432078,Mon-9-18-2017-1PM,Mon-9-18-2017-6PM,Essay: Safest Bet in Sports: Men Complaining About a Female Announcer�۪s Voice,https://www.nytimes.com/2017/09/18/sports/nfl-beth-mowins-julie-dicaro.html,Essay,Sports,article,[ Julie Dicaro -],Added
100000005433321,Sun-9-17-2017-6PM,Mon-9-18-2017-6AM,Walking the Line Between Covering a Rohingya Refugee Story and Changing It,https://www.nytimes.com/2017/09/17/insider/covering-rohingya-refugees-myanmar.html,None,Insider,article,[ Hannah Beech -],Removed
100000005433477,Sun-9-17-2017-9PM,Sun-9-17-2017-10PM,"The United Nations Explained: Its Purpose, Power and Problems",https://www.nytimes.com/2017/09/17/world/americas/united-nations-un-explainer.html,None,World,article,[ Somini Sengupta -],AddRem
100000005433539,Mon-9-18-2017-6AM,Mon-9-18-2017-6PM,The Snow Leopard Is No Longer Endangered. It�۪s Still at Risk.,https://www.nytimes.com/2017/09/15/science/snow-leopard-endangered.html,None,Science,article,[ Christine Hauser -],Added
100000005433984,Sun-9-17-2017-6PM,Mon-9-18-2017-6PM,Loose Ends: More Jokes From Martin Shkreli,https://www.nytimes.com/2017/09/15/opinion/sunday/martin-shkreli-jokes.html,Loose Ends,Opinion,article,[ Alison Leiby -],Remain
100000005434132,Mon-9-18-2017-6AM,Mon-9-18-2017-6PM,The Checkup: When Adolescents Want Tattoos or Piercings,https://www.nytimes.com/2017/09/18/well/family/when-adolescents-want-tattoos-or-piercings.html,The Checkup,Health,article,[ Perri Klass  M.D. -],Added
100000005434522,Mon-9-18-2017-8AM,Mon-9-18-2017-6PM,Trilobites: Three Planets Will Slide Behind the Moon in an Occultation,https://www.nytimes.com/2017/09/17/science/occultation-moon-mars-venus-mercury.html,Trilobites,Science,article,[ Nicholas St. Fleur -],Added
100000005434654,Sun-9-17-2017-9PM,Mon-9-18-2017-3PM,"Why Are Drug Prices So High? We�۪re Curious, Too",https://www.nytimes.com/2017/09/17/insider/insider-high-drug-prices-opioids.html,None,Insider,article,[ Katie Thomas - Charles Ornstein -],AddRem
100000005434785,Sun-9-17-2017-9PM,Mon-9-18-2017-3PM,"The Rare, Potent Fuel Powering North Korea�۪s Weapons",https://www.nytimes.com/2017/09/17/world/asia/north-korea-rocket-fuel-missiles.html,None,World,article,[ William J. Broad - David E. Sanger -],AddRem
100000005434998,Sun-9-17-2017-6PM,Sun-9-17-2017-8PM,"Emmy Awards, London Underground, Hurricane Jose: Your Weekend Briefing",https://www.nytimes.com/2017/09/17/briefing/emmy-awards-london-hurricane-jose.html,None,Briefing,article,[ Maya Salam - Debbie Bondulic -],Removed
100000005435008,Mon-9-18-2017-9AM,Mon-9-18-2017-6PM,California Today: California Today: A Political Push for Affordable Housing,https://www.nytimes.com/2017/09/18/us/california-today-a-political-push-for-affordable-housing.html,California Today,U.S.,article,[ Conor Dougherty -],Added
100000005435272,Sun-9-17-2017-6PM,Mon-9-18-2017-1PM,News Analysis: The Big Question as the U.N. Gathers: What to Make of Trump?,https://www.nytimes.com/2017/09/16/world/americas/the-big-question-as-the-un-gathers-what-to-make-of-trump.html,News Analysis,World,article,[ Peter Baker -],Removed
100000005435485,Sun-9-17-2017-6PM,Sun-9-17-2017-9PM,Protests Flare in St. Louis for Second Night After Ex-Officer̢����s Acquittal,https://www.nytimes.com/2017/09/16/us/st-louis-protests-jason-stockley.html,None,U.S.,article,[ Tim O'neil - Vivian Wang -],Removed
100000005435699,Sun-9-17-2017-6PM,Sun-9-17-2017-8PM,Trump Administration Moves to Open Arctic Refuge to Drilling Studies,https://www.nytimes.com/2017/09/16/climate/trump-arctic-refuge-drilling.html,None,U.S.,article,[ Lisa Friedman -],Removed
100000005435809,Sun-9-17-2017-6PM,Mon-9-18-2017-12AM,Nursing Home Deaths Prompt New Rules by Florida Governor,https://www.nytimes.com/2017/09/16/us/nursing-homes-florida-scott.html,None,U.S.,article,[ Sheri Fink - Matt Stevens -],Removed
100000005435815,Mon-9-18-2017-4PM,Mon-9-18-2017-6PM,"As ���Diller Island�۪ Sinks, Whitney Plans Major Artwork on Hudson",https://www.nytimes.com/2017/09/18/arts/design/whitney-museum-david-hammons-diller.html,None,Arts,article,[ Robin Pogrebin - Charles V. Bagli -],Added
100000005435936,Sun-9-17-2017-9PM,Mon-9-18-2017-6PM,"When U.N. Envoy Nikki Haley Talks, Does President Trump Listen?",https://www.nytimes.com/2017/09/17/world/americas/nikki-haley-un-trump.html,None,World,article,[ Somini Sengupta -],Added
100000005435997,Sun-9-17-2017-9PM,Mon-9-18-2017-12PM,"Rolling Stone, Once a Counterculture Bible, Will Be Put Up for Sale",https://www.nytimes.com/2017/09/17/business/rolling-stone-magazine-sale.html,None,Business,article,[ Sydney Ember -],AddRem
100000005436023,Mon-9-18-2017-4PM,Mon-9-18-2017-6PM,"Despite Rising Seas and Bigger Storms, Florida�۪s Land Rush Endures",https://www.nytimes.com/2017/09/18/us/florida-flood-irma-growth-.html,None,U.S.,article,[ Lizette Alvarez -],Added
100000005436119,Sun-9-17-2017-10PM,Mon-9-18-2017-6PM,Trump Lawyers Clash Over How Much to Cooperate With Russia Inquiry,https://www.nytimes.com/2017/09/17/us/politics/trump-lawyers-white-house-russia-mcgahn-ty-cobb.html,None,U.S.,article,[ Peter Baker - Kenneth P. Vogel -],Added
100000005436167,Sun-9-17-2017-6PM,Mon-9-18-2017-6PM,Britain Lowers Threat Level After Arrest of 2nd Man in London Subway Bombing,https://www.nytimes.com/2017/09/17/world/europe/uk-london-subway-bombing.html,None,World,article,[ Ceylan Yeginsu -],Remain
100000005436315,Sun-9-17-2017-6PM,Mon-9-18-2017-12AM,"Kuwait to Expel North Korean Ambassador, Other Diplomats",https://www.nytimes.com/aponline/2017/09/17/world/middleeast/ap-north-korea-gulf.html,None,World,article,[ The Associated Press -],Removed
100000005436494,Mon-9-18-2017-6AM,Mon-9-18-2017-6PM,Mediator: Facebook Knows More About Russia�۪s Election Meddling. Shouldn�۪t We?,https://www.nytimes.com/2017/09/17/business/facebook-russia.html,Mediator,U.S.,article,[ Jim Rutenberg -],Added
100000005436547,Sun-9-17-2017-6PM,Mon-9-18-2017-1PM,Trump Tweets Doctored GIF of His Golf Ball Hitting Hillary Clinton,https://www.nytimes.com/2017/09/17/us/politics/hillary-golfball-trump-tweets.html,None,U.S.,article,[ Christina Caron -],Removed
100000005436568,Sun-9-17-2017-6PM,Mon-9-18-2017-3PM,N.F.L. Highlights: Here�۪s What We Learned in Week 2,https://www.nytimes.com/2017/09/17/sports/nfl-week-2-scores.html,None,Sports,article,[ Benjamin Hoffman -],Removed
100000005436570,Sun-9-17-2017-6PM,Mon-9-18-2017-12AM,"Asia and Australia Edition: London, North Korea, Rohingya: Your Monday Briefing",https://www.nytimes.com/2017/09/17/briefing/london-north-korea-rohingya.html,Asia and Australia Edition,Briefing,article,[ Charles McDermid -],Removed
100000005436579,Mon-9-18-2017-6PM,Mon-9-18-2017-6PM,"Asia and Australia Edition: North Korea, Rohingya, Hurricane Maria: Your Tuesday Briefing",https://www.nytimes.com/2017/09/18/briefing/north-korea-rohingya-hurricane-maria.html,Asia and Australia Edition,Briefing,article,[ Charles McDermid -],Added
100000005436765,Sun-9-17-2017-6PM,Mon-9-18-2017-6PM,Acid Attack in France Injures at Least 2 American Students,https://www.nytimes.com/2017/09/17/world/europe/marseille-france-acid-attack.html,None,World,article,[ Aurelien Breeden -],Remain
100000005436888,Sun-9-17-2017-10PM,Mon-9-18-2017-6PM,St. Louis Protests: Police Say They ���Owned�۪ the Night After 80 Arrests,https://www.nytimes.com/2017/09/17/us/jason-stockley-protests-st-louis.html,None,U.S.,article,[ Tim O'neil - Monica Davey -],Added
100000005437130,Sun-9-17-2017-11PM,Mon-9-18-2017-5AM,Saint�۪s Tour Arrives in New York to Fanfare From the Faithful,https://www.nytimes.com/2017/09/17/nyregion/padre-pio-st-patricks-cathedral.html,None,NY,article,[ Sarah Maslin Nir -],AddRem
100000005437219,Sun-9-17-2017-9PM,Mon-9-18-2017-1PM,Tillerson Says U.S. May Close Cuba Embassy Over Mystery Ailments,https://www.nytimes.com/2017/09/17/us/politics/tillerson-cuba-embassy.html,None,U.S.,article,[ Gardiner Harris -],AddRem
100000005437279,Mon-9-18-2017-6AM,Mon-9-18-2017-12PM,Cuomo Proposes Stricter Regulations for Credit Reporting Agencies,https://www.nytimes.com/2017/09/18/nyregion/equifax-hack-credit-reporting-agencies-regulations.html,None,NY,article,[ Ashley Southall -],AddRem
100000005437280,Sun-9-17-2017-10PM,Mon-9-18-2017-3PM,"Now It�۪s Hurricane Maria, and Caribbean Braces for New Hit",https://www.nytimes.com/2017/09/17/world/americas/hurricane-maria-caribbean.html,None,World,article,[ Kirk Semple - Luis Ferr̩-Sadurn�_ -],AddRem
100000005437532,Sun-9-17-2017-10PM,Mon-9-18-2017-1AM,Sean Spicer Joins Stephen Colbert at the Emmys,https://www.nytimes.com/2017/09/17/arts/sean-spicer-emmys.html,None,Arts,article,[ Daniel Victor -],AddRem
100000005437551,Mon-9-18-2017-12PM,Mon-9-18-2017-6PM,Fashion Review: Old Hollywood Vavoom Dominated on the Emmys Red Carpet,https://www.nytimes.com/2017/09/18/fashion/emmys-red-carpet-dresses.html,Fashion Review,Fashion,article,[ Ruth La Ferla -],Added
100000005437725,Mon-9-18-2017-3PM,Mon-9-18-2017-6PM,The Best and Worst Moments of the 2017 Emmys,https://www.nytimes.com/2017/09/18/arts/television/emmys-best-worst-highlights.html,None,Arts,article,[ The New York Times -],Added
100000005437731,Mon-9-18-2017-7AM,Mon-9-18-2017-12PM,"Despite Outrage Over Rohingya Crisis, Few Call for Sanctions on Myanmar",https://www.nytimes.com/2017/09/18/world/asia/myanmar-rohingya-sanctions.html,None,World,article,[ Austin Ramzy -],AddRem
100000005438018,Mon-9-18-2017-12PM,Mon-9-18-2017-6PM,Iceland�۪s Government Falls After Letter Asking to Pardon Pedophile,https://www.nytimes.com/2017/09/18/world/europe/iceland-government-collapse.html,None,World,article,[ Dan Bilefsky -],Added
100000005438270,Mon-9-18-2017-4PM,Mon-9-18-2017-6PM,Sean Spicer Says He Regrets Berating Reporters Over Inauguration Crowds,https://www.nytimes.com/2017/09/18/arts/television/sean-spicer-emmys.html,None,Arts,article,[ Glenn Thrush - Dave Itzkoff -],Added
100000005438329,Mon-9-18-2017-12PM,Mon-9-18-2017-6PM,Republicans Demand Another Vote to Repeal the Affordable Care Act,https://www.nytimes.com/2017/09/18/us/politics/obamacare-repeal-vote.html,None,U.S.,article,[ Robert Pear -],Added
100000005438425,Mon-9-18-2017-2PM,Mon-9-18-2017-6PM,Trump Pushes U.N. on Reform and Hints He May Quit Iran Nuclear Deal,https://www.nytimes.com/2017/09/18/world/americas/trump-united-nations.html,None,World,article,[ Peter Baker - Somini Sengupta -],Added
100000005438519,Mon-9-18-2017-4PM,Mon-9-18-2017-6PM,Arrests in London Tube Bombing Stun a Suburban Town,https://www.nytimes.com/2017/09/18/world/europe/london-tube-bombing-suspects.html,None,World,article,[ Ceylan Yeginsu - Karam Shoumali -],Added
100000005438838,Mon-9-18-2017-5PM,Mon-9-18-2017-6PM,G.M. Workers Strike in Canada as Mexico Jobs Raise Tension,https://www.nytimes.com/2017/09/18/business/general-motors-strike-canada.html,None,Business,article,[ Ian Austen -],Added
